0.13548,0.17273,0.0070266,0.24948,0,0.46034,1
0.02332,0.0071656,0.023988,0,0,0,0
0.02835,0.26274,0.011994,0.13776,0.072776,0.51053,0
0.015306,0.0071656,0.016492,0,0,0,0
0.059197,0.27787,0.011994,0.17442,0.037887,0.60421,0
0.049078,0.037046,0.011969,0.48548,0.074129,0.75537,1
0.048502,0.23248,0.013493,0,0,0,0
0.13795,0.25321,0.0014993,0.31314,0.47721,0.57274,1
0,0,0,0,0,0,0
0.031152,0.021149,0.0074963,0.25672,0.19493,0.85075,1
0.026751,0.14411,0.076462,0.093104,0.010686,0.48632,0
0,0,0,0,0,0,0
0.020357,0.031847,0.04048,0,0,0,0
0.038283,0.012756,0.0045059,0.20509,0.17589,0.82948,1
0,0,0,0,0,0,0
0.052373,0.45143,0.0089955,0.1531,0.10541,0.63474,0
0.025014,0.022293,0.011994,0.1078,0,0.71053,0
0,0,0,0,0,0,0
0.035201,0.33519,0.026987,0.12734,0.1052,0.49789,0
0.016675,0.0078683,0.0109,0.19518,0.18354,0.77895,1
0.045822,0.33439,0.0029985,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.047312,0.69029,0.0044978,0.15762,0.097154,0.51263,0
0.010055,0.0031847,0.035982,0,0,0,0
0.02877,0.019108,0.016492,0.15867,0.042741,0.83684,0
0.068188,0.96099,0.005997,0.159,0,0.35789,0
0,0,0,0,0,0,0
0.039292,0.34156,0.047976,0.17313,0,0.61579,0
0.015631,0.0031847,0.043478,0,0,0,0
0.038206,0.26035,0.029985,0.11668,0.036433,0.58316,0
0,0,0,0,0,0,0
0.020666,0.034236,0.01949,0.13679,0,0.78526,0
0.017236,0.0031847,0.034483,0.203,0,0.60947,0
0.018301,0.023089,0.061469,0,0,0,0
0.047275,0.47452,0.016492,0.21806,0.030321,0.64737,0
0.020393,0.032643,0.022489,0.20373,0.086068,0.73158,0
0.028453,0.029928,0.011064,0.25965,0,0.78003,1
0,0,0,0,0,0,0
0.016166,0.0071656,0.044978,0.13909,0,0.69789,0
0.023567,0.023885,0.023988,0.12972,0.062664,0.72842,0
0.026289,0.013535,0.02099,0.15815,0.097354,0.76316,0
0.037713,0.68471,0.013493,0,0,0,0
0,0,0,0,0,0,1
0,0,0,0,0,0,0
0.022324,0.0039809,0.038981,0.14644,0.025311,0.75368,0
0.037907,0.0031847,0.0044978,0,0,0,0
0.037089,0.14013,0.0074963,0.17139,0.068234,0.72526,0
0.031949,0.057325,0.029985,0.19352,0.026867,0.67579,0
0.03753,0.11178,0.01125,0.16263,0.10234,0.70465,1
0,0,0,0,0,0,0
0.020157,0.063694,0.061469,0.17926,0,0.68526,0
0.025911,0.031051,0.01949,0.16667,0.062068,0.79368,0
0.0084448,0.0039809,0.13343,0.15875,0,0.46526,0
0,0,0,0,0,0,0
0.059879,0.039253,0.0029985,0.26567,0.29697,0.8137,1
0,0,0,0,0,0,0
0.044784,0.015924,0.005997,0,0,0,0
0.075605,0.72293,0.005997,0,0,0,0
0.024889,0.013535,0.023988,0.16707,0.038952,0.68632,0
0.025298,0.014331,0.016492,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.018573,0.008758,0.0089955,0.16751,0.094234,0.73684,0
0.038919,0.11863,0.013494,0.21701,0,0.71368,1
0.057891,0.99283,0.031484,0.21786,0,0.48526,0
0.024689,0.058121,0.056972,0,0,0,0
0.030018,0.10669,0.02099,0.092377,0,0.70947,0
0.0086284,0.0031847,0.022489,0.14422,0.077942,0.64211,0
0.016066,0.0039809,0.017991,0,0,0,0
0.049583,0.074045,0.013493,0.21564,0.068483,0.81053,0
0,0,0,0,0,0,0
0.047595,0.40127,0.029985,0.17983,0,0.54632,0
0.011524,0.008758,0.025487,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,1
0.025835,0.010032,0.0070965,0.2339,0.1428,0.74533,1
0.03755,0.051752,0.023988,0.19319,0,0.73368,0
0.028419,0.085191,0.035982,0.18786,0.029057,0.70632,0
0,0,0,0,0,0,0
0.027485,0.062898,0.010495,0,0,0,0
0.018374,0.022293,0.031484,0,0,0,0
0.015111,0.008758,0.02099,0.18742,0,0.75789,0
0.022261,0.049363,0.056972,0.11398,0.033292,0.43368,0
0.021867,0.018312,0.022489,0.21306,0,0.67684,0
0,0,0,0,0,0,0
0.14473,0.25216,0.0014301,0.30508,0.4702,0.56698,1
0.030705,0.22611,0.034483,0.12573,0.030218,0.60526,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.02855,0.10589,0.035982,0.23191,0.045597,0.72105,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.026467,0.0031847,0.022489,0,0,0,0
0.019843,0.10908,0.083958,0.087573,0,0.70737,0
0.02235,0.042994,0.049475,0.087694,0,0.69789,0
0,0,0,0,0,0,0
0.010873,0.0079618,0.067466,0.21407,0,0.56316,0
0,0,0,0,0,0,0
0.029854,0.053496,0.0036269,0.20032,0.16191,0.82836,1
